FID,GEOID,PLNG_REGIO,PlanningRegion,LogRecNo,SumLevel,NAME,RenterOcc_e,RenterOcc_m,GrentLt500_e,GrentLt500_m,pGrentLt500_e,pGrentLt500_m,Grent500_999_e,Grent500_999_m,pGrent500_999_e,pGrent500_999_m,Grent1000_1499_e,Grent1000_1499_m,pGrent1000_1499_e,pGrent1000_1499_m,Grent1500_1999_e,Grent1500_1999_m,pGrent1500_1999_e,pGrent1500_1999_m,Grent2000_2499_e,Grent2000_2499_m,pGrent2000_2499_e,pGrent2000_2499_m,Grent2500_2999_e,Grent2500_2999_m,pGrent2500_2999_e,pGrent2500_2999_m,Grent3000P_e,Grent3000P_m,pGrent3000P_e,pGrent3000P_m,GrentLt200_e,GrentLt200_m,pGrentLt200_e,pGrentLt200_m,Grent200_500_e,Grent200_500_m,pGrent200_500_e,pGrent200_500_m,Grent500_750_e,Grent500_750_m,pGrent500_750_e,pGrent500_750_m,Grent750_1000_e,Grent750_1000_m,pGrent750_1000_e,pGrent750_1000_m,Grent1000_1500_e,Grent1000_1500_m,pGrent1000_1500_e,pGrent1000_1500_m,Grent1500_2000_e,Grent1500_2000_m,pGrent1500_2000_e,pGrent1500_2000_m,Grent2000P_e,Grent2000P_m,pGrent2000P_e,pGrent2000P_m,GrentLt750_e,GrentLt750_m,pGrentLt750_e,pGrentLt750_m,Grent1000P_e,Grent1000P_m,pGrent1000P_e,pGrent1000P_m,created_user,created_date,last_edited_user,last_edited_date,SHAPE_Length,SHAPE_Area
1802,13183970100,No,Coastal Regional Commission,2511,Tract,"Census Tract 9701, Long County",848,205,75,74,9.8,9.3,593,205,77.2,17,90,61,11.7,7.3,10,16,1.3,2.1,0,20,0,2.6,0,20,0,2.6,0,28,0,3.7,31,42,4,5.4,44,61,5.7,7.8,309,136,40.2,14.1,284,153,37,17.3,90,61,11.7,7.3,10,16,1.3,2.1,0,40,0,5.2,384,155,50,15.2,100,66,13,7.9,,,,,1.06886136500192,0.0451717952583598
1803,13183970200,No,Coastal Regional Commission,2512,Tract,"Census Tract 9702, Long County",843,173,124,79,15.9,9.6,371,168,47.4,19,287,138,36.7,15.9,0,18,0,2.3,0,18,0,2.3,0,18,0,2.3,0,25,0,3.3,3,26,0.4,3.3,121,75,15.5,9,250,145,32,17.3,121,85,15.5,10.3,287,138,36.7,15.9,0,18,0,2.3,0,36,0,4.6,374,165,47.8,18.6,287,140,36.7,16.2,,,,,1.07109066361314,0.0435489743013957
1804,13267950201,No,Heart of Georgia Altamaha,2840,Tract,"Census Tract 9502.01, Tattnall County",692,156,205,101,35.1,15.9,379,139,64.9,19.9,0,18,0,3.1,0,13,0,2.2,0,13,0,2.2,0,13,0,2.2,0,18,0,3.1,11,24,1.9,4.2,194,98,33.2,15.5,297,128,50.9,19.3,82,55,14,9.1,0,18,0,3.1,0,13,0,2.2,0,26,0,4.5,502,163,86,21.9,0,26,0,4.5,,,,,0.59433816443519,0.0154930807761491
1805,13267950202,No,Heart of Georgia Altamaha,2841,Tract,"Census Tract 9502.02, Tattnall County",445,159,207,112,57.8,24.2,117,90,32.7,22.5,34,38,9.5,10.2,0,18,0,5,0,18,0,5,0,18,0,5,0,25,0,7.1,16,34,4.5,9.3,191,107,53.4,23.6,42,59,11.7,16,75,68,20.9,17.5,34,38,9.5,10.2,0,18,0,5,0,36,0,10.1,249,127,69.6,26.1,34,46,9.5,12.5,,,,,1.12035438368203,0.0266694874562481
1806,13267950400,No,Heart of Georgia Altamaha,2843,Tract,"Census Tract 9504, Tattnall County",518,155,111,99,25.1,20.9,289,131,65.2,21.9,27,40,6.1,8.9,16,27,3.6,6,0,13,0,2.9,0,13,0,2.9,0,18,0,4.2,0,23,0,5.1,111,96,25.1,20.2,181,105,40.9,20.2,108,79,24.4,16.1,27,40,6.1,8.9,16,27,3.6,6,0,26,0,5.9,292,144,65.9,25.5,43,50,9.7,10.9,,,,,0.960215283801188,0.0316628654374222
1807,13267950300,No,Heart of Georgia Altamaha,2842,Tract,"Census Tract 9503, Tattnall County",522,151,165,92,40.4,18.3,228,128,55.9,25.6,15,28,3.7,6.9,0,18,0,4.4,0,18,0,4.4,0,18,0,4.4,0,25,0,6.2,8,30,2,7.2,157,87,38.5,17.3,151,95,37,20.1,77,85,18.9,19.9,15,28,3.7,6.9,0,18,0,4.4,0,36,0,8.8,316,132,77.5,20.7,15,38,3.7,9.3,,,,,0.736526447012666,0.0209681727463571
1808,13267950100,No,Heart of Georgia Altamaha,2839,Tract,"Census Tract 9501, Tattnall County",380,106,133,74,54.1,23.8,113,51,45.9,13.6,0,18,0,7.5,0,13,0,5.3,0,13,0,5.3,0,13,0,5.3,0,18,0,7.5,2,19,0.8,7.6,131,72,53.3,22.8,105,48,42.7,13.2,8,16,3.3,6.4,0,18,0,7.5,0,13,0,5.3,0,26,0,10.6,238,89,96.7,14.2,0,26,0,10.6,,,,,0.870516012258401,0.0259771089656967
1809,13089021202,Yes,Atlanta Regional Commission,1649,Tract,"Census Tract 212.02, DeKalb County",767,223,0,54,0,7.2,23,60,3.1,7.9,302,159,40.4,17.6,253,144,33.8,16.5,170,106,22.7,12.5,0,18,0,2.4,0,25,0,3.4,0,31,0,4.2,0,44,0,5.9,0,40,0,5.4,23,44,3.1,5.8,302,159,40.4,17.6,253,144,33.8,16.5,170,110,22.7,13.2,0,67,0,9,725,239,96.9,14.7,,,,,0.148428142103567,0.000719409320359691
1810,13089023210,Yes,Atlanta Regional Commission,1738,Tract,"Census Tract 232.10, DeKalb County",1371,199,0,54,0,3.9,754,280,55,18.8,442,173,32.2,11.7,175,117,12.8,8.3,0,18,0,1.3,0,18,0,1.3,0,25,0,1.9,0,31,0,2.3,0,44,0,3.2,224,146,16.3,10.4,530,239,38.7,16.5,442,173,32.2,11.7,175,117,12.8,8.3,0,36,0,2.6,224,156,16.3,11.1,617,210,45,13.8,,,,,0.0959959401444009,0.000407209764970503
1811,13089023209,Yes,Atlanta Regional Commission,1737,Tract,"Census Tract 232.09, DeKalb County",381,111,8,52,2.1,13.7,25,48,6.6,12.6,242,115,63.5,23.9,106,60,27.8,13.5,0,18,0,4.7,0,18,0,4.7,0,25,0,6.7,0,31,0,8.2,8,42,2.1,11,2,36,0.5,9.6,23,32,6,8.1,242,115,63.5,23.9,106,60,27.8,13.5,0,36,0,9.4,10,64,2.6,16.7,348,131,91.3,21.8,,,,,0.0868647954235378,0.000448446001493469
1812,13089023603,Yes,Atlanta Regional Commission,1776,Tract,"Census Tract 236.03, DeKalb County",804,120,70,59,8.9,7.5,457,133,58.3,14.3,199,83,25.4,9.9,58,45,7.4,5.6,0,13,0,1.7,0,13,0,1.7,0,18,0,2.3,6,20,0.8,2.6,64,56,8.2,7,188,84,24,10.1,269,102,34.3,11.9,199,83,25.4,9.9,58,45,7.4,5.6,0,26,0,3.3,258,103,32.9,12.2,257,95,32.8,11.1,,,,,0.0725136644940318,0.00028668277509923
1813,13089021603,Yes,Atlanta Regional Commission,1681,Tract,"Census Tract 216.03, DeKalb County",1594,176,131,80,8.2,4.9,200,131,12.5,8.1,688,178,43.2,10.1,274,105,17.2,6.3,110,68,6.9,4.2,116,77,7.3,4.8,75,66,4.7,4.1,23,35,1.4,2.2,108,72,6.8,4.4,0,29,0,1.8,200,128,12.5,7.9,688,178,43.2,10.1,274,105,17.2,6.3,301,122,18.9,7.4,131,85,8.2,5.2,1072,218,67.3,11.5,,,,,0.0909042856514171,0.000374356055389509
1814,13147960300,No,Georgia Mountains,2383,Tract,"Census Tract 9603, Hart County",405,119,85,65,21.6,15.2,283,116,71.8,19.7,26,39,6.6,9.8,0,13,0,3.3,0,13,0,3.3,0,13,0,3.3,0,18,0,4.7,21,36,5.3,9,64,54,16.2,12.9,212,98,53.8,18.9,71,61,18,14.5,26,39,6.6,9.8,0,13,0,3.3,0,26,0,6.6,297,118,75.4,19.4,26,43,6.6,10.8,,,,,0.408712650384432,0.00933721960228895
1815,13147960100,No,Georgia Mountains,2381,Tract,"Census Tract 9601, Hart County",527,181,36,64,8.2,14.1,335,170,76.1,23.6,69,62,15.7,12.7,0,18,0,4.1,0,18,0,4.1,0,18,0,4.1,0,25,0,5.8,0,31,0,7.1,36,55,8.2,12.1,211,136,48,24.1,124,102,28.2,20.2,69,62,15.7,12.7,0,18,0,4.1,0,36,0,8.2,247,150,56.1,25.6,69,67,15.7,13.9,,,,,0.666977658373025,0.0153711369077212
1816,13147960500,No,Georgia Mountains,2385,Tract,"Census Tract 9605, Hart County",750,184,325,176,51.2,23,232,119,36.5,15.2,78,78,12.3,11.7,0,18,0,2.8,0,18,0,2.8,0,18,0,2.8,0,25,0,4,0,31,0,4.9,325,173,51.2,22.4,140,91,22,12.8,92,77,14.5,11.2,78,78,12.3,11.7,0,18,0,2.8,0,36,0,5.7,465,198,73.2,22.1,78,82,12.3,12.4,,,,,0.583940365827962,0.0161070874834499
1817,13147960400,No,Georgia Mountains,2384,Tract,"Census Tract 9604, Hart County",550,162,166,109,31.5,18.3,331,146,62.8,20.3,30,34,5.7,6.1,0,13,0,2.5,0,13,0,2.5,0,13,0,2.5,0,18,0,3.5,55,69,10.4,12.8,111,83,21.1,14.5,155,86,29.4,13.6,176,119,33.4,20.2,30,34,5.7,6.1,0,13,0,2.5,0,26,0,4.9,321,138,60.9,18.7,30,38,5.7,7.1,,,,,0.663357795744642,0.0119987882044112
1818,13147960200,No,Georgia Mountains,2382,Tract,"Census Tract 9602, Hart County",259,80,75,67,37.1,30,100,56,49.5,20.7,27,37,13.4,17.8,0,13,0,6.4,0,13,0,6.4,0,13,0,6.4,0,18,0,9.1,0,23,0,11.1,75,63,37.1,27.9,40,41,19.8,18.6,60,39,29.7,15.8,27,37,13.4,17.8,0,13,0,6.4,0,26,0,12.9,115,78,56.9,32.3,27,42,13.4,20,,,,,0.529589937267676,0.0123931169383324
1819,13053020201,No,River Valley,1312,Tract,"Census Tract 202.01, Chattahoochee County",357,81,0,39,0,11.6,42,44,12.5,12.9,180,73,53.7,18.1,83,36,24.8,9.2,30,23,9,6.6,0,13,0,3.9,0,18,0,5.5,0,23,0,6.7,0,32,0,9.5,0,29,0,8.7,42,33,12.5,9.6,180,73,53.7,18.1,83,36,24.8,9.2,30,32,9,9.4,0,49,0,14.5,293,84,87.5,15.9,,,,,0.110801243392077,0.000617825010929002
1820,13053020205,No,River Valley,1314,Tract,"Census Tract 202.05, Chattahoochee County",698,132,0,39,0,5.7,135,86,19.9,12.1,314,99,46.2,11.6,171,67,25.2,8.6,53,27,7.8,3.7,6,11,0.9,1.6,0,18,0,2.7,0,23,0,3.3,0,32,0,4.7,107,82,15.8,11.7,28,26,4.1,3.7,314,99,46.2,11.6,171,67,25.2,8.6,59,34,8.7,4.8,107,91,15.8,13.1,538,123,79.2,9.7,,,,,0.122210581242143,0.000755597116083571
1821,13053020206,No,River Valley,1315,Tract,"Census Tract 202.06, Chattahoochee County",0,13,0,39,,,0,37,,,0,18,,,0,13,,,0,13,,,0,13,,,0,18,,,0,23,,,0,32,,,0,29,,,0,23,,,0,18,,,0,13,,,0,26,,,0,49,,,0,26,,,,,,,1.09119082182041,0.0293170641859658
1822,13053020203,No,River Valley,1313,Tract,"Census Tract 202.03, Chattahoochee County",439,96,0,39,0,9.4,53,44,12.7,10.2,263,74,63.2,10.1,94,41,22.6,8.4,6,10,1.4,2.4,0,13,0,3.1,0,18,0,4.4,0,23,0,5.4,0,32,0,7.7,33,37,7.9,8.7,20,24,4.8,5.8,263,74,63.2,10.1,94,41,22.6,8.4,6,25,1.4,5.9,33,54,7.9,12.8,363,85,87.3,3.4,,,,,0.679486296077239,0.0157351474818116
1823,13053020100,No,River Valley,1311,Tract,"Census Tract 201, Chattahoochee County",336,118,138,87,43.1,22.2,162,80,50.6,16.4,20,35,6.3,10.5,0,13,0,4.1,0,13,0,4.1,0,13,0,4.1,0,18,0,5.7,21,29,6.6,8.6,117,83,36.6,22,123,67,38.4,15.3,39,43,12.2,12.7,20,35,6.3,10.5,0,13,0,4.1,0,26,0,8.1,261,110,81.6,16.6,20,39,6.3,12,,,,,0.784734744575555,0.0158906301216361
1824,13209950300,No,Heart of Georgia Altamaha,2584,Tract,"Census Tract 9503, Montgomery County",136,41,26,31,25.7,29,67,38,66.3,29.5,8,15,7.9,14.9,0,13,0,12.9,0,13,0,12.9,0,13,0,12.9,0,18,0,18.2,7,19,6.9,19,19,24,18.8,22.6,59,32,58.4,24,8,20,7.9,20.1,8,15,7.9,14.9,0,13,0,12.9,0,26,0,25.7,85,44,84.2,32.5,8,24,7.9,23.5,,,,,0.741210543722472,0.0196851233390792
1825,13209950100,No,Heart of Georgia Altamaha,2582,Tract,"Census Tract 9501, Montgomery County",108,40,53,43,63.9,43.1,24,40,28.9,46.8,6,16,7.2,19.5,0,13,0,15.7,0,13,0,15.7,0,13,0,15.7,0,18,0,22.2,0,23,0,27.1,53,37,63.9,33.5,12,32,14.5,37.5,12,25,14.5,29.4,6,16,7.2,19.5,0,13,0,15.7,0,26,0,31.3,65,54,78.3,53.7,6,25,7.2,29.5,,,,,0.799976886036062,0.0212915373881393
1826,13209950200,No,Heart of Georgia Altamaha,2583,Tract,"Census Tract 9502, Montgomery County",572,106,191,82,38.8,14.7,291,95,59.1,15.1,10,21,2,4.2,0,13,0,2.6,0,13,0,2.6,0,13,0,2.6,0,18,0,3.7,34,41,6.9,8.3,157,71,31.9,12.8,196,76,39.8,13,95,58,19.3,11.1,10,21,2,4.2,0,13,0,2.6,0,26,0,5.3,387,112,78.7,15.9,10,28,2,5.6,,,,,0.843277095625686,0.0196198795972714
1827,13057090905,Yes,Atlanta Regional Commission,1338,Tract,"Census Tract 909.05, Cherokee County",629,137,0,39,0,6.6,61,46,10.3,7.4,446,122,75.2,12,78,50,13.2,7.9,8,14,1.3,2.3,0,13,0,2.2,0,18,0,3.1,0,23,0,3.8,0,32,0,5.4,0,29,0,4.9,61,36,10.3,5.5,446,122,75.2,12,78,50,13.2,7.9,8,27,1.3,4.5,0,49,0,8.2,532,133,89.7,10.1,,,,,0.102805416875916,0.000404763646644462
1828,13057090904,Yes,Atlanta Regional Commission,1337,Tract,"Census Tract 909.04, Cherokee County",1081,280,0,54,0,5.3,528,231,52.1,18.2,248,133,24.5,11.4,171,135,16.9,12.6,50,73,4.9,7.1,0,18,0,1.8,16,32,1.6,3.1,0,31,0,3.1,0,44,0,4.4,172,152,17,14.3,356,174,35.1,14.5,248,133,24.5,11.4,171,135,16.9,12.6,66,82,6.5,7.9,172,162,17,15.3,469,203,46.3,15.9,,,,,0.153412192176133,0.00122956745169567
1829,13057091007,Yes,Atlanta Regional Commission,1343,Tract,"Census Tract 910.07, Cherokee County",192,125,0,54,0,33.5,0,51,0,31.6,0,25,0,15.8,98,82,60.9,23.9,63,92,39.1,49.3,0,18,0,11.2,0,25,0,15.8,0,31,0,19.4,0,44,0,27.4,0,40,0,25,0,31,0,19.4,0,25,0,15.8,98,82,60.9,23.9,63,97,39.1,53,0,67,0,41.8,161,126,100,25.4,,,,,0.157711748059461,0.000948043132636662
1830,13057090803,Yes,Atlanta Regional Commission,1333,Tract,"Census Tract 908.03, Cherokee County",383,145,0,60,0,15.8,31,61,8.2,15.7,181,105,47.6,21.1,119,81,31.3,17.7,29,39,7.6,9.8,20,31,5.3,7.9,0,28,0,7.4,0,35,0,9.1,0,49,0,12.9,17,49,4.5,12.9,14,35,3.7,9.2,181,105,47.6,21.1,119,81,31.3,17.7,49,57,12.9,14.3,17,78,4.5,20.4,329,139,86.6,15.9,,,,,0.231551910359243,0.00237170916613387
1831,13057090804,Yes,Atlanta Regional Commission,1334,Tract,"Census Tract 908.04, Cherokee County",447,154,12,55,3,13.8,52,65,13.2,15.7,92,66,23.4,14,206,125,52.3,24.3,0,18,0,4.6,0,18,0,4.6,32,39,8.1,9.5,0,31,0,7.9,12,45,3,11.3,25,44,6.3,10.9,27,48,6.9,12,92,66,23.4,14,206,125,52.3,24.3,32,47,8.1,11.5,37,70,9.4,17.4,298,142,75.6,20.8,,,,,0.368216893662163,0.00265015688058121
1832,13057091008,Yes,Atlanta Regional Commission,1344,Tract,"Census Tract 910.08, Cherokee County",596,131,0,54,0,9.4,86,90,15,15.4,309,146,53.8,22.3,90,67,15.7,11.1,89,91,15.5,15.5,0,18,0,3.1,0,25,0,4.4,0,31,0,5.4,0,44,0,7.7,0,40,0,7,86,81,15,13.7,309,146,53.8,22.3,90,67,15.7,11.1,89,96,15.5,16.4,0,67,0,11.7,488,184,85,25.8,,,,,0.138041414991897,0.000964918608787109
1833,13057090802,Yes,Atlanta Regional Commission,1332,Tract,"Census Tract 908.02, Cherokee County",348,210,8,53,2.3,15.2,92,82,26.4,17.1,71,80,20.4,19.4,53,41,15.2,7.4,124,178,35.6,46.4,0,18,0,5.2,0,25,0,7.3,0,31,0,9,8,43,2.3,12.3,18,46,5.2,12.7,74,68,21.3,14.6,71,80,20.4,19.4,53,41,15.2,7.4,124,181,35.6,47.3,26,70,7.5,19.6,248,199,71.3,37.9,,,,,0.312111646555047,0.0043989226010685
1834,13057090501,Yes,Atlanta Regional Commission,1326,Tract,"Census Tract 905.01, Cherokee County",218,103,0,54,0,27.6,79,81,40.3,35.7,106,94,54.1,39.1,11,18,5.6,8.7,0,18,0,9.2,0,18,0,9.2,0,25,0,13,0,31,0,15.9,0,44,0,22.5,10,40,5.1,20.1,69,70,35.2,31,106,94,54.1,39.1,11,18,5.6,8.7,0,36,0,18.4,10,67,5.1,34.1,117,97,59.7,39.1,,,,,0.596176960868856,0.00950483419627865
1835,13057090902,Yes,Atlanta Regional Commission,1336,Tract,"Census Tract 909.02, Cherokee County",943,291,0,60,0,6.5,56,84,6.1,8.9,322,189,35,17.1,412,209,44.7,17.5,131,99,14.2,9.7,0,20,0,2.2,0,28,0,3.1,0,35,0,3.8,0,49,0,5.3,0,45,0,4.9,56,71,6.1,7.4,322,189,35,17.1,412,209,44.7,17.5,131,105,14.2,10.4,0,75,0,8.1,865,299,93.9,11.3,,,,,0.19647989808749,0.00185685521648972
1836,13057091001,Yes,Atlanta Regional Commission,1339,Tract,"Census Tract 910.01, Cherokee County",1126,148,152,89,13.6,7.8,292,138,26.2,11.8,411,166,36.9,14.1,133,75,11.9,6.5,0,13,0,1.2,88,75,7.9,6.6,39,64,3.5,5.8,0,23,0,2,152,86,13.6,7.5,54,54,4.8,4.8,238,127,21.3,11,411,166,36.9,14.1,133,75,11.9,6.5,127,100,11.4,8.8,206,104,18.5,9,544,182,48.8,15,,,,,0.165364032275278,0.000889534930455956
1837,13057091003,Yes,Atlanta Regional Commission,1340,Tract,"Census Tract 910.03, Cherokee County",1674,250,66,77,3.9,4.6,823,255,49.2,13.4,542,203,32.4,11.1,243,164,14.5,9.6,0,18,0,1.1,0,18,0,1.1,0,25,0,1.5,0,31,0,1.9,66,71,3.9,4.2,56,51,3.3,3,767,250,45.8,13.3,542,203,32.4,11.1,243,164,14.5,9.6,0,36,0,2.2,122,93,7.3,5.4,785,261,46.9,13.9,,,,,0.182420938393983,0.000989343915377307
1838,13057091102,Yes,Atlanta Regional Commission,1346,Tract,"Census Tract 911.02, Cherokee County",1005,215,53,92,5.3,9.2,372,181,37.5,16.4,455,186,45.9,15.9,93,86,9.4,8.4,0,18,0,1.8,18,29,1.8,2.9,0,25,0,2.6,0,31,0,3.1,53,87,5.3,8.7,35,52,3.5,5.2,337,174,34,15.9,455,186,45.9,15.9,93,86,9.4,8.4,18,43,1.8,4.3,88,106,8.9,10.5,548,206,55.3,16.9,,,,,0.183560725738216,0.00108376172916625
1839,13057091101,Yes,Atlanta Regional Commission,1345,Tract,"Census Tract 911.01, Cherokee County",431,134,19,59,4.4,13.5,69,81,16,18.2,145,124,33.6,26.8,198,104,45.9,19.4,0,18,0,4.2,0,18,0,4.2,0,25,0,5.9,0,31,0,7.2,19,50,4.4,11.4,15,44,3.5,10.2,54,68,12.5,15.3,145,124,33.6,26.8,198,104,45.9,19.4,0,36,0,8.4,34,74,7.9,16.9,343,163,79.6,28.5,,,,,0.227495192344523,0.00179898833639072
1840,13057091103,Yes,Atlanta Regional Commission,1347,Tract,"Census Tract 911.03, Cherokee County",397,160,38,78,10.5,21.2,105,72,29.1,16.4,167,103,46.3,22.1,30,34,8.3,8.8,21,33,5.8,8.9,0,18,0,5,0,25,0,7.1,0,31,0,8.6,38,71,10.5,19.3,13,42,3.6,11.5,92,59,25.5,12.9,167,103,46.3,22.1,30,34,8.3,8.8,21,45,5.8,12.4,51,88,14.1,23.8,218,114,60.4,20.6,,,,,0.231460911407932,0.00274062359878255
1841,13057090701,Yes,Atlanta Regional Commission,1330,Tract,"Census Tract 907.01, Cherokee County",2265,523,145,232,6.8,10.8,460,278,21.7,12.1,1057,405,49.8,15.1,417,291,19.6,12.9,45,78,2.1,3.6,0,24,0,1.1,0,34,0,1.6,0,42,0,2,145,228,6.8,10.6,66,118,3.1,5.5,394,252,18.5,11,1057,405,49.8,15.1,417,291,19.6,12.9,45,88,2.1,4.1,211,260,9.9,12,1519,505,71.5,16.9,,,,,0.350205653387079,0.00395118393117871
1842,13017960200,No,Southern Georgia,1100,Tract,"Census Tract 9602, Ben Hill County",52,28,8,38,29.6,139.4,14,34,51.9,121.5,5,15,18.5,54.8,0,13,0,48.1,0,13,0,48.1,0,13,0,48.1,0,18,0,68.1,0,23,0,83.4,8,31,29.6,111.7,14,26,51.9,88.4,0,23,0,83.4,5,15,18.5,54.8,0,13,0,48.1,0,26,0,96.3,22,46,81.5,159.9,5,24,18.5,87.4,,,,,0.855354252444408,0.0224834853271945
1843,13017960500,No,Southern Georgia,1103,Tract,"Census Tract 9605, Ben Hill County",806,221,271,157,37.3,18.6,456,175,62.7,15.3,0,25,0,3.5,0,18,0,2.5,0,18,0,2.5,0,18,0,2.5,0,25,0,3.5,21,32,2.9,4.3,250,154,34.4,18.5,248,127,34.1,14.3,208,120,28.6,14.2,0,25,0,3.5,0,18,0,2.5,0,36,0,5,519,202,71.4,18,0,36,0,5,,,,,0.431293997624953,0.0074892536880935
1844,13017960300,No,Southern Georgia,1101,Tract,"Census Tract 9603, Ben Hill County",795,198,55,60,7.1,7.6,654,208,84.6,17.1,64,64,8.3,8,0,13,0,1.7,0,13,0,1.7,0,13,0,1.7,0,18,0,2.4,18,29,2.3,3.8,37,53,4.8,6.7,465,155,60.2,13.4,189,139,24.5,17,64,64,8.3,8,0,13,0,1.7,0,26,0,3.4,520,166,67.3,13.7,64,66,8.3,8.3,,,,,0.250327681258266,0.00279669382260649
1845,13017960400,No,Southern Georgia,1102,Tract,"Census Tract 9604, Ben Hill County",674,143,158,103,23.7,14.6,488,159,73.3,18.1,20,26,3,3.8,0,13,0,2,0,13,0,2,0,13,0,2,0,18,0,2.8,6,21,0.9,3.2,152,100,22.8,14.3,416,148,62.5,17.9,72,57,10.8,8.3,20,26,3,3.8,0,13,0,2,0,26,0,3.9,574,180,86.2,20,20,31,3,4.7,,,,,0.162200389253556,0.00112182186345105
1846,13017960100,No,Southern Georgia,1099,Tract,"Census Tract 9601, Ben Hill County",173,83,24,41,18.5,30,84,55,64.6,25.3,22,26,16.9,18.3,0,13,0,10,0,13,0,10,0,13,0,10,0,18,0,14.1,0,23,0,17.3,24,34,18.5,24.5,70,51,53.8,26.8,14,21,10.8,15.5,22,26,16.9,18.3,0,13,0,10,0,26,0,20,94,65,72.3,32.8,22,32,16.9,23.1,,,,,0.914072917613534,0.02870988876288
1847,13231010100,No,Three Rivers,2709,Tract,"Census Tract 101, Pike County",515,116,83,68,16.3,12.8,345,118,67.8,17.5,81,52,15.9,9.5,0,18,0,3.5,0,18,0,3.5,0,18,0,3.5,0,25,0,5,4,26,0.8,5.2,79,62,15.5,11.7,209,86,41.1,14.1,136,81,26.7,14.7,81,52,15.9,9.5,0,18,0,3.5,0,36,0,7.1,292,109,57.4,17.2,81,58,15.9,10.7,,,,,0.658544089115563,0.0166268484600325
1848,13231010200,No,Three Rivers,2710,Tract,"Census Tract 102, Pike County",124,52,3,37,3.3,41.2,39,31,43.3,28,48,42,53.3,40.1,0,13,0,14.4,0,13,0,14.4,0,13,0,14.4,0,18,0,20.4,0,23,0,25,3,29,3.3,32.7,25,25,27.8,24.5,14,18,15.6,19.2,48,42,53.3,40.1,0,13,0,14.4,0,26,0,28.9,28,45,31.1,47.5,48,46,53.3,45,,,,,0.58242402812221,0.0108751328227734
1849,13231010400,No,Three Rivers,2712,Tract,"Census Tract 104, Pike County",152,79,7,38,5.4,29.4,101,84,77.7,44.8,14,13,10.8,7.2,8,12,6.2,8.5,0,13,0,10,0,13,0,10,0,18,0,14.1,0,23,0,17.3,7,31,5.4,23.7,72,79,55.4,50.8,29,28,22.3,17.2,14,13,10.8,7.2,8,12,6.2,8.5,0,26,0,20,79,87,60.8,56.9,22,22,16.9,13.3,,,,,0.567883300698519,0.0104688094216352
1850,13231010300,No,Three Rivers,2711,Tract,"Census Tract 103, Pike County",204,66,6,38,3.4,21.9,100,51,57.5,22.7,68,38,39.1,17.4,0,13,0,7.5,0,13,0,7.5,0,13,0,7.5,0,18,0,10.6,0,23,0,12.9,6,31,3.4,17.6,43,39,24.7,20.9,57,33,32.8,15.9,68,38,39.1,17.4,0,13,0,7.5,0,26,0,14.9,49,55,28.2,30,68,42,39.1,20.4,,,,,0.649186429782054,0.0169134826021497
1851,13297110601,Yes,Northeast Georgia,2939,Tract,"Census Tract 1106.01, Walton County",101,63,0,39,0,38.6,39,59,38.6,53.7,62,42,61.4,16.4,0,13,0,12.9,0,13,0,12.9,0,13,0,12.9,0,18,0,18.2,0,23,0,22.3,0,32,0,31.5,32,55,31.7,51.2,7,21,6.9,20.8,62,42,61.4,16.4,0,13,0,12.9,0,26,0,25.7,32,68,31.7,64.2,62,46,61.4,24.5,,,,,0.281985606063915,0.00358732493714654
1852,13297110507,Yes,Northeast Georgia,2937,Tract,"Census Tract 1105.07, Walton County",557,164,48,87,9,16,63,83,11.8,15.2,297,135,55.8,18.6,109,77,20.5,13,15,26,2.8,4.8,0,18,0,3.4,0,25,0,4.8,0,31,0,5.9,48,81,9,14.9,0,40,0,7.6,63,73,11.8,13.2,297,135,55.8,18.6,109,77,20.5,13,15,41,2.8,7.6,48,95,9,17.7,421,157,79.1,16.9,,,,,0.237729565025544,0.00284787539107123
1853,13297110506,Yes,Northeast Georgia,2936,Tract,"Census Tract 1105.06, Walton County",273,101,0,54,0,25.4,52,52,24.4,21.9,116,69,54.5,23,45,37,21.1,14.9,0,18,0,8.5,0,18,0,8.5,0,25,0,12,0,31,0,14.6,0,44,0,20.7,8,38,3.8,17.9,44,35,20.7,13.7,116,69,54.5,23,45,37,21.1,14.9,0,36,0,16.9,8,66,3.8,31,161,81,75.6,20.3,,,,,0.269590427193547,0.00335014823659859
1854,13297110603,Yes,Northeast Georgia,2941,Tract,"Census Tract 1106.03, Walton County",456,110,4,37,1,9,289,115,70,21,80,36,19.4,7.1,26,26,6.3,6.1,14,16,3.4,3.8,0,13,0,3.1,0,18,0,4.5,0,23,0,5.5,4,30,1,7.2,117,73,28.3,16.1,172,89,41.6,18.5,80,36,19.4,7.1,26,26,6.3,6.1,14,28,3.4,6.6,121,82,29.3,18.3,120,47,29.1,8.5,,,,,0.245148358447622,0.0029480739231202
1855,13297110602,Yes,Northeast Georgia,2940,Tract,"Census Tract 1106.02, Walton County",382,136,0,54,0,15.1,122,83,34.2,19.1,214,109,59.9,20.1,13,21,3.6,5.7,0,18,0,5,0,18,0,5,8,22,2.2,6,0,31,0,8.7,0,44,0,12.4,54,71,15.1,19.1,68,42,19,9.3,214,109,59.9,20.1,13,21,3.6,5.7,8,33,2.2,9.3,54,89,15.1,24.4,227,113,63.6,19.9,,,,,0.424403352552852,0.00881870673818918
